STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
"Andhra Pradesh",Anantapur,PMGSY-I,207,22,207,21,0,1,862.65,214.7772,854.249,213.899,0
"Andhra Pradesh",Anantapur,PMGSY-II,8,0,8,0,0,0,75.02,29.9953,74.961,27.1823,0
"Andhra Pradesh",Bapatla,PMGSY-II,6,0,6,0,0,0,53.43,28.7436,53.763,24.3953,0
"Andhra Pradesh","Dr BR Ambedkar Konaseema",PMGSY-I,209,8,209,8,0,0,443.65,126.9822,427.215,141.9707,0
"Andhra Pradesh",Guntur,PMGSY-II,4,0,4,0,0,0,35.1,17.3794,34.839,13.8579,0
"Andhra Pradesh",Guntur,PMGSY-III,11,3,5,0,6,3,68.444,61.4522,35.258,18.9649,32.776
"Andhra Pradesh",Nandyal,PMGSY-I,115,12,115,12,0,0,385.365,92.5398,365.51,48.7807,0
"Andhra Pradesh",Nellore,PMGSY-I,227,39,227,39,0,0,901.696,250.6012,862.573,239.3714,0
"Andhra Pradesh","Sri Sathya Sai",PMGSY-II,6,0,6,0,0,0,50.68,26.0758,49.658,21.8303,0
"Andhra Pradesh",Srikakulam,PMGSY-I,211,7,211,7,0,0,561.36,123.0353,560.68,120.4759,0
"Andhra Pradesh",Srikakulam,RCPLWEA,12,1,10,1,2,0,68.146,54.8566,63.047,49.2557,1.678
"Andhra Pradesh",Srikakulam,PMGSY-III,16,10,15,0,1,10,121.865,133.01448,113.667,64.3856,4.8
"Andhra Pradesh","West Godavari",PMGSY-I,157,5,157,5,0,0,311.412,75.9481,303.043,55.5522,0
"Andhra Pradesh","West Godavari",PMGSY-III,7,1,3,0,4,1,45.09,50.4731,14.435,8.1745,30.14
"Arunachal Pradesh","Dibang Valley",PMGSY-III,3,3,0,0,3,3,26.2,47.3487,0,0,26.2
"Arunachal Pradesh","Lower Subansiri",PMGSY-III,12,3,4,2,8,1,83.17,79.9842,35.84,41.4659,47.33
"Arunachal Pradesh","Pakke kessang",PMGSY-I,16,3,16,3,0,0,184.28,123.1649,184.28,120.0708,0
"Arunachal Pradesh","Shi Yomi",PMGSY-II,1,0,1,0,0,0,7.18,3.7164,5.295,3.0357,0
"Arunachal Pradesh",Tirap,PMGSY-II,2,0,2,0,0,0,11,8.2416,11,7.8375,0
"Arunachal Pradesh","Upper Siang",PMGSY-I,45,17,42,11,3,6,547.941,412.68226,503.795,394.6795,38.951
"Arunachal Pradesh","West Siang",PMGSY-II,4,0,4,0,0,0,21.05,17.2134,21.05,16.0836,0
Assam,Baksa,PMGSY-III,14,2,9,1,5,1,85.271,55.9084,73.326,41.6701,11.945
Assam,Barpeta,PMGSY-I,411,160,406,157,5,3,1326.201,1315.1108,1300.266,1375.2413,13.105
Assam,Barpeta,PMGSY-II,14,4,13,3,1,1,73.95,55.7711,73.92,55.2443,0.03
Assam,Barpeta,PMGSY-III,31,7,22,1,9,6,205.729,164.56276,152.587,114.4706,52.692
Assam,Cachar,PMGSY-I,277,43,277,43,0,0,1056.937,647.85356,1031.497,682.3409,0
Assam,Dhubri,PMGSY-III,36,5,28,0,8,5,222.777,221.01408,208.79,184.4367,13.037
Assam,Jorhat,PMGSY-III,27,0,24,0,3,0,172.937,104.11161,152.472,86.2112,20.061
Assam,"Kamrup Rural",PMGSY-II,35,10,35,10,0,0,183.965,172.4734,183.865,187.608,0
Assam,"Kamrup Rural",PMGSY-III,52,4,46,0,6,4,287.544,270.68111,259.813,235.8457,27.644
Assam,Kokrajhar,PMGSY-III,7,3,4,0,3,3,78.087,64.31841,34.52,19.2514,43.567
Assam,Morigaon,PMGSY-III,21,2,16,0,5,2,160.73,113.02839,128.98,92.2042,30.75
Assam,N.C.Hills,PMGSY-I,80,7,79,7,1,0,494.63,287.1118,490.488,302.0262,0.321
Assam,Nowgaon,PMGSY-II,18,5,17,5,1,0,134.856,93.0606,130.453,85.259,0.05
Assam,Sibsagar,PMGSY-III,27,4,15,0,12,4,130.307,81.02929,82.455,50.9691,47.857
Assam,Udalguri,PMGSY-II,5,1,5,1,0,0,27.736,25.7462,27.736,25.8681,0
Bihar,Araria,PMGSY-III,35,60,15,0,20,60,349.644,406.98168,142.949,91.2126,203.06
Bihar,Begusarai,PMGSY-I,258,7,257,7,1,0,747.741,410.38037,724.06,298.1341,0.07
Bihar,Bhagalpur,PMGSY-I,393,39,385,38,8,1,1375.376,711.298,1298.734,606.5464,35.337
Bihar,Buxar,PMGSY-II,1,0,1,0,0,0,7.817,5.455,7.817,4.2034,0
Bihar,Gopalganj,PMGSY-II,5,0,5,0,0,0,27.145,13.59418,27.145,14.1035,0
Bihar,Jahanabad,PMGSY-II,5,0,5,0,0,0,36.965,13.50654,36.741,17.5317,0
Bihar,Kishanganj,PMGSY-II,25,41,25,41,0,0,263.67,256.1152,260.965,278.6794,0
Bihar,Madhepura,PMGSY-II,10,0,10,0,0,0,59.065,31.9513,58.624,31.9613,0
Bihar,Madhepura,PMGSY-III,34,23,21,12,13,11,359.093,428.98463,260.014,303.9143,97.888
Bihar,Madhubani,PMGSY-III,20,14,10,0,10,14,212.08,234.33669,112.747,99.0166,96.145
Bihar,Muzaffarpur,PMGSY-II,6,0,6,0,0,0,30.699,13.00032,30.44,10.4769,0
Bihar,Nawada,PMGSY-II,15,0,15,0,0,0,77.242,48.98508,77.203,52.1168,0
Bihar,Nawada,PMGSY-III,2,0,2,0,0,0,15.775,10.59852,15.333,6.4936,0
Bihar,Patna,PMGSY-III,12,1,8,0,4,1,79.365,58.34448,60.16,37.7199,18.2
Bihar,Purnia,PMGSY-II,20,0,20,0,0,0,153.668,89.62053,153.54,96.4144,0
Bihar,Rohtas,PMGSY-III,13,0,9,0,4,0,104.417,68.52202,87.207,43.3605,15.96
Bihar,Sheikhpura,PMGSY-II,5,1,5,1,0,0,18.25,7.24144,18.171,8.038,0
Bihar,Sitamarhi,PMGSY-II,6,0,6,0,0,0,35.31,16.35644,35.255,16.6502,0
Bihar,Siwan,PMGSY-I,501,4,501,4,0,0,1475.376,732.8235,1454.725,653.6685,0
Bihar,Vaishali,PMGSY-II,16,0,16,0,0,0,60.334,26.46987,60.334,24.3944,0
Bihar,Vaishali,PMGSY-III,26,6,20,0,6,6,192.741,150.87491,163.829,104.4715,28.429
Bihar,"West Champaran",PMGSY-III,14,8,11,3,3,5,132.817,140.48373,92.748,69.6401,36.025
Chhattisgarh,Balod,PMGSY-I,214,23,214,23,0,0,832.175,280.70689,782.525,266.6177,0
Chhattisgarh,Balrampur,PMGSY-III,17,2,16,0,1,2,188.595,94.09783,187.605,72.9294,0
Chhattisgarh,Bastar,PMGSY-II,5,0,5,0,0,0,94.35,48.2962,93.05,50.364,0
Chhattisgarh,Bastar,RCPLWEA,51,1,48,1,3,0,479.475,303.27069,475.58,201.4676,0
Chhattisgarh,Dantewada,PMGSY-I,173,1,145,0,28,1,767.685,277.73475,670.405,250.4937,80.8
Chhattisgarh,Dhamtari,PMGSY-II,9,0,9,0,0,0,123.6,70.3733,123.725,72.6311,0
Chhattisgarh,Dhamtari,PMGSY-III,18,0,18,0,0,0,150.432,85.8768,150.432,79.6452,0
Chhattisgarh,"Gaurella Pendra Marwahi",PMGSY-I,150,2,150,2,0,0,627.45,158.5502,599.16,159.7764,0
Chhattisgarh,Kanker,PMGSY-I,498,28,485,28,13,0,2116.309,840.3478,2061.61,886.4606,28.15
Chhattisgarh,Kanker,PMGSY-II,4,0,4,0,0,0,57.6,29.874,57.4,33.9352,0
Chhattisgarh,Kawardha,PMGSY-III,27,0,27,0,0,0,282.102,171.06871,279.842,138.8372,0
Chhattisgarh,Koria,PMGSY-III,21,14,21,3,0,11,303.27,237.54106,295.15,198.5151,0
Chhattisgarh,Mungeli,PMGSY-II,6,0,6,0,0,0,65.62,53.4757,65.62,47.6639,0
Chhattisgarh,Mungeli,PMGSY-III,13,1,13,0,0,1,133.81,101.17747,135.001,91.8105,0
Chhattisgarh,Narayanpur,PMGSY-III,1,0,1,0,0,0,10,10.1972,10,9.4707,0
Chhattisgarh,Raigarh,PMGSY-II,14,0,14,0,0,0,178.596,110.8773,173.9,91.1443,0
Chhattisgarh,Raigarh,PM-JANMAN,5,0,0,0,5,0,6.88,5.1,0,0,6.88
Chhattisgarh,Rajnandgaon,PMGSY-III,45,8,45,8,0,0,411.75,281.27206,404.569,224.6971,0
Chhattisgarh,Rajnandgaon,PM-JANMAN,13,0,0,0,13,0,33.425,22.74885,1.5,0,31.925
Chhattisgarh,Surajpur,PMGSY-I,260,21,260,21,0,0,1382.34,394.1963,1347.021,399.0667,0
Chhattisgarh,Surguja,PMGSY-I,327,28,327,27,0,1,1531.09,458.0023,1483.911,484.641,0
Goa,"North Goa",PMGSY-I,39,0,39,0,0,0,69.87,4.6652,69.35,0,0
Gujarat,Anand,PMGSY-I,245,0,245,0,0,0,523.83,103.4697,524.25,108.0646,0
Gujarat,Botad,PMGSY-I,26,0,26,0,0,0,79.435,12.7498,79.44,15.3514,0
Gujarat,Dahod,PMGSY-II,6,9,6,9,0,0,58.61,58.569,58.55,44.4139,0
Gujarat,Dahod,PMGSY-III,13,9,12,0,1,9,161.486,137.00261,148.926,82.148,12
Gujarat,"Gir Somnath",PMGSY-II,4,0,4,0,0,0,34.95,17.3059,34.95,15.4848,0
Gujarat,"Gir Somnath",PMGSY-III,4,0,4,0,0,0,36.421,24.52559,34.001,22.4871,0
Gujarat,Jamnagar,PMGSY-II,5,0,5,0,0,0,56.6,31.8873,56.2,22.6223,0
Gujarat,Junagadh,PMGSY-I,25,0,25,0,0,0,63.97,8.5666,63.77,9.2885,0
Gujarat,Kutch,PMGSY-II,4,0,4,0,0,0,57.24,43.8796,57.24,34.9572,0
Gujarat,Mehsana,PMGSY-II,4,0,4,0,0,0,56.46,39.3364,56.46,30.9787,0
Gujarat,Morbi,PMGSY-I,42,0,42,0,0,0,98.4,12.2879,96.47,13.2127,0
Gujarat,Patan,PMGSY-III,9,0,5,0,4,0,93.808,55.85623,53.158,22.3855,40.65
Gujarat,Rajkot,PMGSY-I,28,0,28,0,0,0,80.79,13.4673,77.24,13.7533,0
Gujarat,Rajkot,PMGSY-III,9,11,9,0,0,11,103.148,93.50779,103.031,47.8206,0
Gujarat,Sabarkantha,PMGSY-II,5,9,5,9,0,0,56.43,49.6961,56.43,33.5175,0
Gujarat,Sabarkantha,PM-JANMAN,2,0,0,0,2,0,1.55,1.2429,0,0,1.55
Gujarat,Vadodara,PMGSY-I,33,0,33,0,0,0,88.325,12.3664,88.12,13.5241,0
Haryana,Faridabad,PMGSY-II,0,2,0,2,0,0,0,3.8065,0,3.1549,0
Haryana,Jhajjar,PMGSY-II,10,6,10,6,0,0,145.19,140.9539,127.724,116.8462,0
Haryana,Jind,PMGSY-I,22,0,22,0,0,0,283.08,103.4998,283.08,87.7302,0
Haryana,Kaithal,PMGSY-II,3,0,3,0,0,0,40.73,32.2339,40.36,28.8621,0
Haryana,Karnal,PMGSY-II,9,1,9,1,0,0,100.23,98.6994,100.225,87.4628,0
Haryana,Kurukshetra,PMGSY-II,5,0,5,0,0,0,42.44,28.9366,42.19,25.391,0
Haryana,Panchkula,PMGSY-III,4,0,4,0,0,0,55.737,35.90535,55.677,34.5144,0
Haryana,Rewari,PMGSY-II,4,0,4,0,0,0,31.567,23.3616,30.526,18.717,0
"Himachal Pradesh",Bilaspur,PMGSY-III,19,0,0,0,19,0,184.615,170.96884,0,0,184.615
"Himachal Pradesh",Kullu,PMGSY-II,6,0,6,0,0,0,101.84,82.8783,101.24,75.1167,0
"Himachal Pradesh","Lahul And Spiti",PMGSY-I,27,0,27,0,0,0,287.435,41.1428,286.43,39.6189,0
"Himachal Pradesh",Shimla,PMGSY-I,484,8,455,8,29,0,3605.742,1335.84816,3407.985,1325.1666,153.532
"Himachal Pradesh",Shimla,PMGSY-II,11,0,11,0,0,0,129.86,92.0974,129.76,95.7105,0
"Himachal Pradesh",Shimla,PMGSY-III,49,0,0,0,49,0,571.68,551.48496,0,6.3912,571.68
"Jammu And Kashmir",Anantnag,PMGSY-III,8,0,2,0,6,0,34.346,31.00592,22.62,18.1557,11.728
"Jammu And Kashmir",Bandipora,PMGSY-I,64,1,63,1,1,0,321.45,218.7124,315.314,194.1931,1.2
"Jammu And Kashmir",Baramula,PMGSY-II,14,0,13,0,1,0,87.95,110.6091,86.976,80.2127,0.4
"Jammu And Kashmir",Budgam,PMGSY-III,25,0,12,0,13,0,184.859,177.63144,116.293,102.3426,67.205
"Jammu And Kashmir",Doda,PMGSY-I,172,11,159,11,13,0,1656.558,1021.39496,1613.808,991.4925,14.17
"Jammu And Kashmir",Ganderbal,PMGSY-I,109,4,108,4,1,0,334.84,237.2777,308.62,210.1731,0.46
"Jammu And Kashmir",Ganderbal,PMGSY-II,3,0,3,0,0,0,14,12.9513,13.33,8.3173,0
"Jammu And Kashmir",Jammu,PMGSY-III,15,20,4,0,11,20,111.15,226.0501,39.465,107.7236,71.685
"Jammu And Kashmir",Kathua,PMGSY-III,12,13,7,0,5,13,86.407,119.8515,49.005,71.1455,37.2
"Jammu And Kashmir",Kulgam,PMGSY-I,104,2,104,2,0,0,343.98,287.5272,335.39,245.2923,0
"Jammu And Kashmir",Kulgam,PMGSY-III,6,3,3,0,3,3,41.137,43.38224,37.13,26.2556,4.002
"Jammu And Kashmir",Pulwama,PMGSY-III,18,3,9,0,9,3,127.145,166.67893,90.482,94.8145,37.87
"Jammu And Kashmir",Ramban,PMGSY-III,9,0,6,0,3,0,72.358,74.82583,58.605,53.188,13.75
"Jammu And Kashmir",Reasi,PMGSY-II,5,0,5,0,0,0,36.95,47.2833,36.025,33.5592,0
"Jammu And Kashmir",Reasi,PMGSY-III,7,5,0,0,7,5,68.64,104.01261,15.05,44.5329,53.59
"Jammu And Kashmir",Samba,PMGSY-I,65,4,65,4,0,0,256.779,143.4863,250.064,125.0254,0
Jharkhand,Chatra,PMGSY-II,10,0,10,0,0,0,102.992,52.67682,102.985,44.6036,0
Jharkhand,Chatra,PMGSY-III,22,11,9,0,13,11,183.866,144.75469,121.585,113.6349,61.112
Jharkhand,Gumla,PMGSY-II,4,2,4,2,0,0,44.75,29.5097,44.75,22.2428,0
Jharkhand,Hazaribagh,RCPLWEA,14,6,14,6,0,0,123.328,108.07188,123.328,93.9569,0
Jharkhand,Hazaribagh,PMGSY-III,16,7,5,0,11,7,190.09,160.63616,80.94,73.2876,109.155
Jharkhand,Jamtara,PMGSY-I,228,5,228,5,0,0,721.994,251.40775,713.172,226.4018,0
Jharkhand,Khunti,PMGSY-I,329,14,329,14,0,0,1049.613,427.59383,1023.256,403.7562,0
Jharkhand,Koderma,PMGSY-I,78,6,78,3,0,3,398.911,143.08113,380.066,121.125,0
Jharkhand,Koderma,PMGSY-II,4,0,4,0,0,0,41.951,21.10256,41.951,16.0668,0
Jharkhand,Latehar,PMGSY-II,7,0,7,0,0,0,48.4,34.75844,48.4,32.646,0
Jharkhand,Latehar,RCPLWEA,27,31,8,19,19,12,230.93,268.15713,199.15,195.3213,31.78
Jharkhand,"Pashchimi Singhbhum",PMGSY-III,31,2,5,0,26,2,287.737,167.92703,123.55,118.0565,164.185
Jharkhand,Ramgarh,RCPLWEA,6,4,6,2,0,2,18.83,33.04645,18.417,31.1611,0
Jharkhand,Ranchi,PMGSY-II,10,0,10,0,0,0,113.575,70.3437,112.405,56.6188,0
Jharkhand,Sahibganj,PMGSY-I,119,1,119,1,0,0,449.62,177.78706,428.877,155.8556,0
Jharkhand,Simdega,PMGSY-I,269,6,268,6,1,0,1035.664,365.31852,1001.908,377.3504,0
Jharkhand,Simdega,RCPLWEA,5,5,4,3,1,2,34.7,49.0022,18.2,32.8231,16.5
Karnataka,Bagalkot,PMGSY-III,34,12,25,12,9,0,208.76,130.58325,189.094,125.7027,17.11
Karnataka,Belgaum,PMGSY-II,18,0,18,0,0,0,123.41,58.9269,120.54,58.9131,0
Karnataka,Belgaum,PMGSY-III,52,1,49,1,3,0,360.327,219.20854,339.297,199.2437,10.307
Karnataka,Chickballapur,PMGSY-II,10,0,10,0,0,0,68.42,25.4236,68.42,25.1018,0
Karnataka,Chickmagalur,PMGSY-III,29,14,29,12,0,2,223.918,184.03962,222.42,183.7675,0
Karnataka,"Dakshina Kannada",PMGSY-I,138,2,138,2,0,0,534.93,163.3416,534.93,208.7448,0
Karnataka,"Dakshina Kannada",PMGSY-II,14,2,14,2,0,0,90.51,57.2209,90.2,59.1035,0
Karnataka,Dharwad,PMGSY-I,65,1,65,1,0,0,438.49,91.2239,438.295,103.9181,0
Karnataka,Dharwad,PMGSY-II,8,0,8,0,0,0,58.47,26.9067,56.54,26.3361,0
Karnataka,Gulbarga,PMGSY-III,38,4,36,3,2,1,260.944,185.16889,247.787,172.8738,1.775
Karnataka,Hassan,PMGSY-III,43,2,41,2,2,0,222.345,160.76095,218.376,153.9225,2.17
Karnataka,Kodagu,PMGSY-III,13,0,13,0,0,0,83.838,59.01469,82.948,61.9655,0
Karnataka,Kolar,PMGSY-III,20,0,20,0,0,0,159.655,95.16425,159.647,92.9519,0
Karnataka,Koppal,PMGSY-I,103,2,103,2,0,0,535.45,115.1323,535.45,115.97,0
Karnataka,Mandya,PMGSY-I,119,1,119,1,0,0,514.115,92.7478,514.115,97.7989,0
Karnataka,Mysore,PM-JANMAN,3,1,0,0,3,1,4.325,5.10101,0,0,4.325
Karnataka,Tumkur,PMGSY-II,16,0,16,0,0,0,128.77,59.5497,128.24,51.2594,0
Karnataka,Udupi,PMGSY-II,12,4,12,4,0,0,58.65,43.7056,57.99,42.1541,0
Karnataka,Udupi,PMGSY-III,24,7,24,7,0,0,148.502,137.2723,145.275,141.7059,0
Karnataka,"Uttara Kannada",PMGSY-III,47,13,42,11,5,2,300.7,217.79293,280.893,227.7251,13.595
Kerala,Idukki,PMGSY-I,112,0,107,0,5,0,401.094,219.63918,382.744,235.2901,17.993
Kerala,Kollam,PMGSY-II,11,0,11,0,0,0,44.755,38.4829,44.71,33.4289,0
Kerala,Malappuram,PMGSY-I,136,0,136,0,0,0,344.148,149.7968,338.265,162.9113,0
Kerala,Malappuram,PMGSY-III,31,1,11,0,20,1,136.268,128.70604,47.056,43.055,89.175
Kerala,Thrissur,PMGSY-I,113,0,113,0,0,0,229.874,82.2317,229.152,91.0409,0
Ladakh,Leh,PMGSY-I,40,0,38,0,2,0,499.73,317.1121,406.405,254.6328,12.9
Ladakh,Leh,PMGSY-II,5,0,5,0,0,0,36.03,33.0628,35.992,27.4632,0
"Madhya Pradesh","Ashok Nagar",PMGSY-I,258,5,258,4,0,1,969.985,350.8048,922.727,327.4758,0
"Madhya Pradesh",Barwani,PMGSY-III,34,22,26,16,8,6,264.127,208.16833,246.683,135.0227,16.485
"Madhya Pradesh",Betul,PMGSY-III,35,26,26,0,9,26,378.413,351.13862,360.987,207.2205,9.338
"Madhya Pradesh",Bhind,PMGSY-I,425,1,425,1,0,0,1392.868,399.4797,1364.16,354.1227,0
"Madhya Pradesh",Bhopal,PMGSY-I,122,2,122,2,0,0,384.04,149.6057,349.71,140.4538,0
"Madhya Pradesh",Burhanpur,PMGSY-II,6,1,6,1,0,0,28.95,20.2889,28.88,16.6051,0
"Madhya Pradesh",Damoh,PMGSY-I,290,5,290,5,0,0,1032.78,327.17,1006.959,304.0001,0
"Madhya Pradesh",Datia,PM-JANMAN,2,0,0,0,2,0,2.4,1.72135,0.2,0,2.2
"Madhya Pradesh",Dhar,PMGSY-III,46,75,45,53,1,22,540.855,569.03278,532.905,357.8282,1.375
"Madhya Pradesh",Dindori,PMGSY-I,444,4,444,4,0,0,1694.995,458.4714,1662.499,450.2527,0
"Madhya Pradesh",Guna,PMGSY-III,18,12,17,9,1,3,253.305,219.01579,240.611,159.881,9.68
"Madhya Pradesh",Guna,PM-JANMAN,7,0,0,0,7,0,13.535,11.13691,0,0,13.535
"Madhya Pradesh",Gwalior,PM-JANMAN,12,0,0,0,12,0,18.124,14.19925,0,0,18.124
"Madhya Pradesh",Harda,PMGSY-III,11,9,7,3,4,6,117.94,84.12113,103.352,61.5801,13.97
"Madhya Pradesh",Indore,PMGSY-II,4,6,4,6,0,0,75.825,54.8604,69.022,50.7731,0
"Madhya Pradesh",Indore,PMGSY-III,13,20,7,10,6,10,151.12,179.26063,113.357,95.724,37.172
"Madhya Pradesh",Jabalpur,PMGSY-III,29,7,25,2,4,5,266.125,188.65052,241.732,112.158,21.055
"Madhya Pradesh",Jhabua,PMGSY-II,7,7,7,7,0,0,89.85,52.26852,89.38,46.7523,0
"Madhya Pradesh",Khandwa,PMGSY-I,323,34,323,34,0,0,1300.552,455.78852,1185.083,409.7413,0
"Madhya Pradesh",Khargone,PMGSY-III,20,37,17,22,3,15,343.565,292.1011,336.401,180.1915,3.715
"Madhya Pradesh",Mandla,RCPLWEA,2,3,2,3,0,0,8.675,13.00472,8.627,12.7727,0
"Madhya Pradesh",Neemuch,PMGSY-III,9,12,9,11,0,1,134.074,116.00475,131.304,72.8278,0
"Madhya Pradesh",Rajgarh,PMGSY-I,427,10,427,10,0,0,1661.48,532.86189,1579.762,456.2403,0
"Madhya Pradesh",Sehore,PMGSY-II,5,9,5,9,0,0,82.1,89.77582,79.476,80.1687,0
"Madhya Pradesh",Seoni,PMGSY-II,10,10,10,10,0,0,141.22,87.1031,138.426,73.8472,0
"Madhya Pradesh",Shahdol,PMGSY-I,376,12,375,11,1,1,1623.31,417.48167,1607.444,388.0258,2.8
"Madhya Pradesh",Shajapur,PMGSY-I,283,15,283,14,0,1,945.866,365.53485,955.436,360.7365,0
"Madhya Pradesh",Sheopur,PMGSY-II,3,24,3,24,0,0,61.2,75.27924,60.62,73.4555,0
"Madhya Pradesh",Singrauli,PMGSY-III,11,0,10,0,1,0,150.8,99.8944,147.484,75.6732,2.68
"Madhya Pradesh",Umaria,PMGSY-I,278,12,278,12,0,0,1304.785,394.06145,1248.706,408.0965,0
Maharashtra,Ahmednagar,PMGSY-I,203,15,202,15,1,0,1269.835,376.01638,1225.623,368.5177,0.56
Maharashtra,Amrawati,PMGSY-I,124,26,124,26,0,0,591.53,137.9873,578.33,136.3922,0
Maharashtra,Aurangabad,PMGSY-II,19,4,19,4,0,0,96.55,57.384,94.983,50.3306,0
Maharashtra,Aurangabad,PMGSY-III,27,15,12,0,15,15,192.031,187.14919,110.672,98.3946,80.786
Maharashtra,Beed,PMGSY-I,225,31,225,31,0,0,854.19,172.0928,845.04,176.1568,0
Maharashtra,Beed,PMGSY-III,35,3,5,0,30,3,224.36,198.08618,78.6,77.9378,145.76
Maharashtra,Buldhana,PMGSY-II,6,2,6,2,0,0,46.25,24.2478,46.25,22.1955,0
Maharashtra,Chandrapur,PMGSY-I,108,2,108,2,0,0,642.66,177.0111,639.25,158.5197,0
Maharashtra,Chandrapur,RCPLWEA,20,44,20,44,0,0,131.96,194.261,130.31,160.3329,0
Maharashtra,Gadchiroli,PMGSY-II,10,0,10,0,0,0,63.85,37.1005,63.622,25.7138,0
Maharashtra,Hingoli,PMGSY-I,170,20,170,20,0,0,488.07,101.0282,486.37,98.4918,0
Maharashtra,Kolhapur,PMGSY-II,12,0,12,0,0,0,70.77,34.5714,69.68,34.0056,0
Maharashtra,Latur,PMGSY-III,24,9,8,0,16,9,169.973,171.9307,112.166,88.9787,57.907
Maharashtra,Nagpur,PMGSY-III,32,19,16,0,16,19,222.805,237.02301,166.71,119.9841,55.755
Maharashtra,Osmanabad,PMGSY-III,24,8,10,0,14,8,179.01,176.41947,110.22,90.3227,67.915
Maharashtra,Palghar,PMGSY-I,186,1,186,1,0,0,371.319,132.5923,357.308,119.3815,0
Maharashtra,Parbhani,PMGSY-III,18,2,0,0,18,2,124.955,131.66633,0,24.8646,124.955
Maharashtra,Pune,PMGSY-III,47,5,1,0,46,5,302.635,292.73048,43.07,83.0183,259.385
Maharashtra,Raigad,PMGSY-II,9,0,9,0,0,0,59.569,27.5518,59.122,25.4363,0
Maharashtra,Ratnagiri,PMGSY-III,46,7,0,0,46,7,280.066,245.70002,0,43.4601,280.066
Maharashtra,Satara,PMGSY-II,18,0,18,0,0,0,111.795,57.3397,107.28,51.7698,0
Maharashtra,Sindhudurg,PMGSY-I,133,7,133,6,0,1,472.33,167.5529,462.475,167.7046,0
Maharashtra,Sindhudurg,PMGSY-III,39,12,0,0,39,12,168.688,187.83314,5.45,1.3487,163.238
Maharashtra,Solapur,PMGSY-I,288,16,288,16,0,0,1243.14,288.6699,1236.577,315.087,0
Maharashtra,Wardha,PMGSY-II,5,2,5,2,0,0,41.95,25.1131,41.95,23.3738,0
Maharashtra,Yavatmal,PMGSY-II,13,5,13,5,0,0,82.94,49.785,82.94,126.4599,0
Manipur,Bishnupur,PMGSY-I,149,7,147,6,2,1,362.089,161.94646,389.07,145.0028,0
Manipur,Bishnupur,PMGSY-III,5,0,0,0,5,0,39.21,29.16435,0,0,39.21
Manipur,Chandel,PMGSY-I,218,15,192,10,26,5,1606.94,684.57053,1550.292,628.0793,33.63
Manipur,"Imphal East",PMGSY-I,242,35,242,25,0,10,522.193,367.55554,529.163,348.165,0
Manipur,"Imphal West",PMGSY-II,8,0,8,0,0,0,38.9,29.539,39.92,24.7022,0
Meghalaya,"East Garo Hills",PMGSY-II,12,0,10,0,2,0,49.9,37.62681,45.905,38.1464,3.995
Meghalaya,Ribhoi,PMGSY-I,129,4,126,3,3,1,557.943,293.4495,544.873,270.0426,10.025
Meghalaya,"South Garo Hills",PMGSY-III,3,0,0,0,3,0,19.071,20.25341,0,5.3752,19.071
Meghalaya,"West Garo Hills",PMGSY-II,22,4,21,4,1,0,98.48,98.78554,98.53,91.324,0
Meghalaya,"West Khasi Hills",PMGSY-III,5,0,0,0,5,0,32.51,30.0425,0,11.8656,32.51
Mizoram,Aizawl,PMGSY-III,3,0,0,0,3,0,63.954,63.21528,0,0,63.954
Mizoram,Lunglei,PMGSY-II,1,0,1,0,0,0,30.5,40.8027,30.2,38.9444,0
Mizoram,Mamit,PMGSY-II,1,0,1,0,0,0,9.75,9.919,9.75,9.9171,0
Nagaland,Dimapur,PMGSY-I,25,2,25,2,0,0,238.51,53.1738,238.51,50.9683,0
Nagaland,Dimapur,PMGSY-III,3,0,0,0,3,0,23.18,18.2512,0,0,23.18
Nagaland,Kohima,PMGSY-I,25,3,24,3,1,0,265.36,91.0811,258.86,92.6676,6.5
Nagaland,Longleng,PMGSY-II,1,0,1,0,0,0,11.4,11.0391,11.4,11.0379,0
Nagaland,Mokokchung,PMGSY-II,1,0,1,0,0,0,15,15.8051,15,15.8173,0
Nagaland,Mon,PMGSY-II,1,2,1,2,0,0,21,26.1345,21,25.8255,0
Nagaland,Peren,PMGSY-I,29,5,24,5,5,0,375.64,120.3107,362.14,111.5764,13.5
Nagaland,Phek,PMGSY-I,32,3,31,3,1,0,438.9,135.0624,438.9,138.7594,0
Nagaland,Phek,PMGSY-II,1,1,0,1,1,0,17,19.0824,6,14.5213,11
Nagaland,Tuensang,PMGSY-II,2,1,1,1,1,0,42,43.1822,42,40.2116,0
Nagaland,Wokha,PMGSY-II,1,0,1,0,0,0,18,15.4289,18,15.5631,0
Nagaland,Zunheboto,PMGSY-III,6,0,0,0,6,0,82.31,93.0526,0,0,82.31
